id,description,dataType
2345272,"Tomato soup, NFS",Survey (FNDDS)
2345273,"Tomato soup, cream of, prepared with milk",Survey (FNDDS)
2345274,"Tomato soup, prepared with water, or ready-to-serve",Survey (FNDDS)
2345275,"Tomato soup, instant type, prepared with water",Survey (FNDDS)
2345276,"Tomato soup, canned, reduced sodium, prepared with water, or ready-to-serve",Survey (FNDDS)
2345277,"Tomato beef soup, prepared with water",Survey (FNDDS)
2345278,"Tomato noodle soup, canned, prepared with water or ready-to-serve",Survey (FNDDS)
2345279,"Tomato vegetable soup, prepared with water",Survey (FNDDS)
2345280,"Tomato vegetable soup with noodles, prepared with water",Survey (FNDDS)
2345281,Tomato sandwich on white,Survey (FNDDS)
2345282,Tomato sandwich on wheat,Survey (FNDDS)
2345283,"Raw vegetable, NFS",Survey (FNDDS)
2345284,"Sprouts, NFS",Survey (FNDDS)
2345285,"Alfalfa sprouts, raw",Survey (FNDDS)
2345286,"Artichoke, raw",Survey (FNDDS)
2345287,"Asparagus, raw",Survey (FNDDS)
2345288,"Bean sprouts, raw",Survey (FNDDS)
2345289,"Green beans, raw",Survey (FNDDS)
2345290,"Beets, raw",Survey (FNDDS)
2345291,"Broccoflower, raw",Survey (FNDDS)
2345292,"Brussels sprouts, raw",Survey (FNDDS)
2345293,"Cabbage, green, raw",Survey (FNDDS)
2345294,"Cabbage, Chinese, raw",Survey (FNDDS)
2345295,"Cabbage, red, raw",Survey (FNDDS)
2345296,"Cactus, raw",Survey (FNDDS)
2345297,"Cauliflower, raw",Survey (FNDDS)
2345298,"Celery, raw",Survey (FNDDS)
2345299,"Fennel bulb, raw",Survey (FNDDS)
2345300,"Basil, raw",Survey (FNDDS)
2345301,"Chives, raw",Survey (FNDDS)
2345302,"Cilantro, raw",Survey (FNDDS)
2345303,"Corn, raw",Survey (FNDDS)
2345304,"Cucumber, raw",Survey (FNDDS)
2345305,"Eggplant, raw",Survey (FNDDS)
2345306,"Garlic, raw",Survey (FNDDS)
2345307,"Jicama, raw",Survey (FNDDS)
2345308,"Kohlrabi, raw",Survey (FNDDS)
2345309,"Lettuce, raw",Survey (FNDDS)
2345310,"Lettuce, Boston, raw",Survey (FNDDS)
2345311,"Lettuce, arugula, raw",Survey (FNDDS)
2345312,"Mixed salad greens, raw",Survey (FNDDS)
2345313,"Mushrooms, raw",Survey (FNDDS)
2345314,"Onions, green, raw",Survey (FNDDS)
2345315,"Onions, raw",Survey (FNDDS)
2345316,"Parsley, raw",Survey (FNDDS)
2345317,"Green peas, raw",Survey (FNDDS)
2345318,"Pepper, hot chili, raw",Survey (FNDDS)
2345319,"Pepper, raw, NFS",Survey (FNDDS)
2345320,"Pepper, sweet, green, raw",Survey (FNDDS)
2345321,"Pepper, sweet, red, raw",Survey (FNDDS)
2345322,"Pepper, banana, raw",Survey (FNDDS)
2345323,"Radish, raw",Survey (FNDDS)
2345324,"Rutabaga, raw",Survey (FNDDS)
2345325,"Seaweed, raw",Survey (FNDDS)
2345326,"Snowpeas, raw",Survey (FNDDS)
2345327,"Summer squash, yellow, raw",Survey (FNDDS)
2345328,"Summer squash, green, raw",Survey (FNDDS)
2345329,"Turnip, raw",Survey (FNDDS)
2345330,Mixed vegetable juice,Survey (FNDDS)
2345331,Celery juice,Survey (FNDDS)
2345332,"Broccoli salad with cauliflower, cheese, bacon bits, and dressing",Survey (FNDDS)
2345333,Broccoli slaw salad,Survey (FNDDS)
2345334,"Coleslaw, fast food / restaurant",Survey (FNDDS)
2345335,Coleslaw,Survey (FNDDS)
2345336,"Cabbage salad, NFS",Survey (FNDDS)
2345337,"Coleslaw, with fruit",Survey (FNDDS)
2345338,Cucumber and vegetable namasu,Survey (FNDDS)
2345339,"Cucumber salad, made with sour cream dressing",Survey (FNDDS)
2345340,"Cucumber salad, made with Italian dressing",Survey (FNDDS)
2345341,Cucumber salad made with cucumber and vinegar,Survey (FNDDS)
2345342,"Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing",Survey (FNDDS)
2345343,"Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing",Survey (FNDDS)
2345344,"Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing",Survey (FNDDS)
2345345,"Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing",Survey (FNDDS)
2345346,"Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing",Survey (FNDDS)
2345347,"Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing",Survey (FNDDS)
2345348,"Lettuce, wilted, with bacon dressing",Survey (FNDDS)
2345349,"Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon",Survey (FNDDS)
2345350,"Greek Salad, no dressing",Survey (FNDDS)
2345351,"Spinach salad, no dressing",Survey (FNDDS)
2345352,"Cobb salad, no dressing",Survey (FNDDS)
2345353,Aloe vera juice drink,Survey (FNDDS)
2345354,"Artichoke, fresh, cooked, no added fat",Survey (FNDDS)
2345355,"Artichoke, canned, cooked, no added fat",Survey (FNDDS)
2345356,"Artichokes, NS as to form, cooked",Survey (FNDDS)
2345357,"Asparagus, fresh, cooked, no added fat",Survey (FNDDS)
2345358,"Asparagus, frozen, cooked, no added fat",Survey (FNDDS)
2345359,"Asparagus, canned, cooked, no added fat",Survey (FNDDS)
2345360,"Asparagus, NS as to form, cooked",Survey (FNDDS)
2345361,"Asparagus, fresh, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345362,"Asparagus, frozen, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345363,"Asparagus, canned, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345364,"Asparagus, fresh, cooked with oil",Survey (FNDDS)
2345365,"Asparagus, fresh, cooked with butter or margarine",Survey (FNDDS)
2345366,"Asparagus, frozen, cooked with oil",Survey (FNDDS)
2345367,"Asparagus, frozen, cooked with butter or margarine",Survey (FNDDS)
2345368,"Asparagus, canned, cooked with oil",Survey (FNDDS)
2345369,"Asparagus, canned, cooked with butter or margarine",Survey (FNDDS)
2345370,"Bamboo shoots, cooked",Survey (FNDDS)
2345371,"Lima beans, from frozen, no added fat",Survey (FNDDS)
2345372,"Lima beans, from frozen, fat added",Survey (FNDDS)
2345373,"Lima beans, from canned",Survey (FNDDS)
2345374,"Green beans, cooked, from restaurant",Survey (FNDDS)
2345375,"Green beans, fresh, cooked, no added fat",Survey (FNDDS)
2345376,"Green beans, frozen, cooked, no added fat",Survey (FNDDS)
2345377,"Green beans, canned, cooked, no added fat",Survey (FNDDS)
2345378,"Green beans, NS as to form, cooked",Survey (FNDDS)
2345379,"Green beans, fresh, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345380,"Green beans, frozen, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345381,"Green beans, canned, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345382,"Green beans, fresh, cooked with oil",Survey (FNDDS)
2345383,"Green beans, fresh, cooked with butter or margarine",Survey (FNDDS)
2345384,"Green beans, frozen, cooked with oil",Survey (FNDDS)
2345385,"Green beans, frozen, cooked with butter or margarine",Survey (FNDDS)
2345386,"Green beans, canned, cooked with oil",Survey (FNDDS)
2345387,"Green beans, canned, cooked with butter or margarine",Survey (FNDDS)
2345388,"Green beans, canned, reduced sodium, cooked, no added fat",Survey (FNDDS)
2345389,"Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345390,"Green beans, canned, reduced sodium, cooked with oil",Survey (FNDDS)
2345391,"Green beans, canned, reduced sodium, cooked with butter or margarine",Survey (FNDDS)
2345392,Fried green beans,Survey (FNDDS)
2345393,"Yellow string beans, cooked",Survey (FNDDS)
2345394,"Bean sprouts, cooked",Survey (FNDDS)
2345395,"Beets, fresh, cooked, no added fat",Survey (FNDDS)
2345396,"Beets, canned, cooked, no added fat",Survey (FNDDS)
2345397,"Beets, NS as to form, cooked",Survey (FNDDS)
2345398,"Beets, fresh, cooked, fat added",Survey (FNDDS)
2345399,"Beets, canned, cooked, fat added",Survey (FNDDS)
2345400,"Beets, canned, reduced sodium, cooked",Survey (FNDDS)
2345401,"Bitter melon, cooked",Survey (FNDDS)
2345402,"Breadfruit, cooked",Survey (FNDDS)
2345403,"Broccoflower, cooked",Survey (FNDDS)
2345404,"Brussels sprouts, fresh, cooked, no added fat",Survey (FNDDS)
2345405,"Brussels sprouts, frozen, cooked, no added fat",Survey (FNDDS)
2345406,"Brussels sprouts, NS as to form, cooked",Survey (FNDDS)
2345407,"Brussels sprouts, fresh, cooked, fat added",Survey (FNDDS)
2345408,"Brussels sprouts, frozen, cooked, fat added",Survey (FNDDS)
2345409,"Burdock, cooked",Survey (FNDDS)
2345410,"Cabbage, Chinese, cooked, no added fat",Survey (FNDDS)
2345411,"Cabbage, Chinese, cooked, fat added",Survey (FNDDS)
2345412,"Cabbage, green, cooked, no added fat",Survey (FNDDS)
2345413,"Cabbage, green, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345414,"Cabbage, green, cooked with oil",Survey (FNDDS)
2345415,"Cabbage, green, cooked with butter or margarine",Survey (FNDDS)
2345416,"Cabbage, red, cooked",Survey (FNDDS)
2345417,"Cabbage, savoy, cooked",Survey (FNDDS)
2345418,"Cactus, cooked, no added fat",Survey (FNDDS)
2345419,"Cactus, cooked, fat added",Survey (FNDDS)
2345420,"Cauliflower, fresh, cooked, no added fat",Survey (FNDDS)
2345421,"Cauliflower, frozen, cooked, no added fat",Survey (FNDDS)
2345422,"Cauliflower, NS as to form, cooked",Survey (FNDDS)
2345423,"Cauliflower, fresh, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345424,"Cauliflower, frozen, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345425,"Cauliflower, fresh, cooked with oil",Survey (FNDDS)
2345426,"Cauliflower, fresh, cooked with butter or margarine",Survey (FNDDS)
2345427,"Cauliflower, frozen, cooked with oil",Survey (FNDDS)
2345428,"Cauliflower, frozen, cooked with butter or margarine",Survey (FNDDS)
2345429,"Celery, cooked",Survey (FNDDS)
2345430,"Fennel bulb, cooked",Survey (FNDDS)
2345431,"Christophine, cooked",Survey (FNDDS)
2345432,"Corn, cooked, from restaurant",Survey (FNDDS)
2345433,"Corn, fresh, cooked, no added fat",Survey (FNDDS)
2345434,"Corn, frozen, cooked, no added fat",Survey (FNDDS)
2345435,"Corn, canned, cooked, no added fat",Survey (FNDDS)
2345436,"Corn, NS as to form, cooked",Survey (FNDDS)
2345437,"Corn, fresh, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345438,"Corn, frozen, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345439,"Corn, canned, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345440,"Corn, fresh, cooked with oil",Survey (FNDDS)
2345441,"Corn, fresh, cooked with butter or margarine",Survey (FNDDS)
2345442,"Corn, frozen, cooked with oil",Survey (FNDDS)
2345443,"Corn, frozen, cooked with butter or margarine",Survey (FNDDS)
2345444,"Corn, canned, cooked with oil",Survey (FNDDS)
2345445,"Corn, canned, cooked with butter or margarine",Survey (FNDDS)
2345446,"Corn, creamed",Survey (FNDDS)
2345447,"Corn, canned, reduced sodium, cooked, no added fat",Survey (FNDDS)
2345448,"Corn, canned, reduced sodium, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345449,"Corn, canned, reduced sodium, cooked with oil",Survey (FNDDS)
2345450,"Corn, canned, reduced sodium, cooked with butter or margarine",Survey (FNDDS)
2345451,"Cucumber, cooked",Survey (FNDDS)
2345452,"Eggplant, cooked, no added fat",Survey (FNDDS)
2345453,"Eggplant, cooked, fat added",Survey (FNDDS)
2345454,"Flowers or blossoms of sesbania, squash, or lily, cooked",Survey (FNDDS)
2345455,"Garlic, cooked",Survey (FNDDS)
2345456,"Hominy, cooked",Survey (FNDDS)
2345457,"Kohlrabi, cooked",Survey (FNDDS)
2345458,"Leek, cooked",Survey (FNDDS)
2345459,"Lotus root, cooked",Survey (FNDDS)
2345460,"Mushrooms, fresh, cooked, no added fat",Survey (FNDDS)
2345461,"Mushrooms, NS as to form, cooked",Survey (FNDDS)
2345462,"Mushrooms, fresh, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345463,"Mushrooms, canned, cooked",Survey (FNDDS)
2345464,"Mushrooms, fresh, cooked with oil",Survey (FNDDS)
2345465,"Mushrooms, fresh, cooked with butter or margarine",Survey (FNDDS)
2345466,"Mushroom, Asian, cooked, from dried",Survey (FNDDS)
2345467,"Okra, fresh, cooked, no added fat",Survey (FNDDS)
2345468,"Okra, frozen, cooked, no added fat",Survey (FNDDS)
2345469,"Okra, NS as to form, cooked",Survey (FNDDS)
2345470,"Okra, fresh, cooked, fat added",Survey (FNDDS)
2345471,"Okra, frozen, cooked, fat added",Survey (FNDDS)
2345472,"Lettuce, cooked",Survey (FNDDS)
2345473,"Onions, cooked, no added fat",Survey (FNDDS)
2345474,"Onions, cooked, fat added",Survey (FNDDS)
2345475,"Onions, pearl, cooked",Survey (FNDDS)
2345476,"Onions, green, cooked",Survey (FNDDS)
2345477,"Palm hearts, cooked",Survey (FNDDS)
2345478,"Parsnips, cooked",Survey (FNDDS)
2345479,"Blackeyed peas, from frozen",Survey (FNDDS)
2345480,"Blackeyed peas, from canned",Survey (FNDDS)
2345481,"Green peas, cooked, from restaurant",Survey (FNDDS)
2345482,"Green peas, fresh, cooked, no added fat",Survey (FNDDS)
2345483,"Green peas, frozen, cooked, no added fat",Survey (FNDDS)
2345484,"Green peas, canned, cooked, no added fat",Survey (FNDDS)
2345485,"Green peas, NS as to form, cooked",Survey (FNDDS)
2345486,"Green peas, fresh, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345487,"Green peas, frozen, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345488,"Green peas, canned, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345489,"Green peas, fresh, cooked with oil",Survey (FNDDS)
2345490,"Green peas, fresh, cooked with butter or margarine",Survey (FNDDS)
2345491,"Green peas, frozen, cooked with oil",Survey (FNDDS)
2345492,"Green peas, frozen, cooked with butter or margarine",Survey (FNDDS)
2345493,"Green peas, canned, cooked with oil",Survey (FNDDS)
2345494,"Green peas, canned, cooked with butter or margarine",Survey (FNDDS)
2345495,"Green peas, canned, reduced sodium, cooked, no added fat",Survey (FNDDS)
2345496,"Green peas, canned, reduced sodium, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345497,"Green peas, canned, reduced sodium, cooked with oil",Survey (FNDDS)
2345498,"Green peas, canned, reduced sodium, cooked with butter or margarine",Survey (FNDDS)
2345499,"Peppers, green, cooked",Survey (FNDDS)
2345500,"Peppers, red, cooked",Survey (FNDDS)
2345501,"Hot peppers, cooked",Survey (FNDDS)
2345502,Pimiento,Survey (FNDDS)
2345503,"Daikon radish, cooked",Survey (FNDDS)
2345504,"Rutabaga, cooked",Survey (FNDDS)
2345505,"Salsify, cooked",Survey (FNDDS)
2345506,Sauerkraut,Survey (FNDDS)
2345507,"Snowpea, fresh, cooked, no added fat",Survey (FNDDS)
2345508,"Snowpea, frozen, cooked, no added fat",Survey (FNDDS)
2345509,"Snowpea, NS as to form, cooked",Survey (FNDDS)
2345510,"Snowpea, fresh, cooked, fat added",Survey (FNDDS)
2345511,"Snowpea, frozen, cooked, fat added",Survey (FNDDS)
2345512,"Seaweed, dried",Survey (FNDDS)
2345513,"Seaweed, cooked, no added fat",Survey (FNDDS)
2345514,"Seaweed, cooked, fat added",Survey (FNDDS)
2345515,"Summer squash, yellow or green, fresh, cooked, no added fat",Survey (FNDDS)
2345516,"Summer squash, yellow or green, frozen, cooked, no added fat",Survey (FNDDS)
2345517,"Summer squash, yellow or green, canned, cooked, no added fat",Survey (FNDDS)
2345518,"Summer squash, yellow or green, NS as to form, cooked",Survey (FNDDS)
2345519,"Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345520,"Summer squash, yellow or green, frozen, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345521,"Summer squash, yellow or green, canned, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345522,"Summer squash, yellow or green, fresh, cooked with oil",Survey (FNDDS)
2345523,"Summer squash, yellow or green, fresh, cooked with butter or margarine",Survey (FNDDS)
2345524,"Summer squash, yellow or green, frozen, cooked with oil",Survey (FNDDS)
2345525,"Summer squash, yellow or green, frozen, cooked with butter or margarine",Survey (FNDDS)
2345526,"Summer squash, yellow or green, canned, cooked with oil",Survey (FNDDS)
2345527,"Summer squash, yellow or green, canned, cooked with butter or margarine",Survey (FNDDS)
2345528,"Spaghetti squash, cooked",Survey (FNDDS)
2345529,"Turnip, cooked",Survey (FNDDS)
2345530,Water Chesnut,Survey (FNDDS)
2345531,"Winter melon, cooked",Survey (FNDDS)
2345532,Yeast,Survey (FNDDS)
2345533,Yeast extract spread,Survey (FNDDS)
2345534,"Lima beans and corn, cooked, no added fat",Survey (FNDDS)
2345535,"Lima beans and corn, cooked, fat added",Survey (FNDDS)
2345536,"Bean salad, yellow and/or green string beans",Survey (FNDDS)
2345537,"Peppers and onions, cooked, no added fat",Survey (FNDDS)
2345538,"Peppers and onions, cooked, fat added",Survey (FNDDS)
2345539,"Classic mixed vegetables, cooked, from restaurant",Survey (FNDDS)
2345540,"Classic mixed vegetables, frozen, cooked, no added fat",Survey (FNDDS)
2345541,"Classic mixed vegetables, canned, cooked, no added fat",Survey (FNDDS)
2345542,"Classic mixed vegetables, NS as to form, cooked",Survey (FNDDS)
2345543,"Classic mixed vegetables, frozen, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345544,"Classic mixed vegetables, canned, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345545,"Classic mixed vegetables, frozen, cooked with oil",Survey (FNDDS)
2345546,"Classic mixed vegetables, frozen, cooked with butter or margarine",Survey (FNDDS)
2345547,"Classic mixed vegetables, canned, cooked with oil",Survey (FNDDS)
2345548,"Classic mixed vegetables, canned, cooked with butter or margarine",Survey (FNDDS)
2345549,"Classic mixed vegetables, canned, reduced sodium, cooked, no added fat",Survey (FNDDS)
2345550,"Classic mixed vegetables, canned, reduced sodium, cooked, fat added, NS as to fat type",Survey (FNDDS)
2345551,"Classic mixed vegetables, canned, reduced sodium, cooked with oil",Survey (FNDDS)
2345552,"Classic mixed vegetables, canned, reduced sodium, cooked with butter or margarine",Survey (FNDDS)
2345553,"Peas and corn, cooked, no added fat",Survey (FNDDS)
2345554,"Peas and corn, cooked, fat added",Survey (FNDDS)
2345555,Ratatouille,Survey (FNDDS)
2345556,"Vegetables, stew type, cooked, fat added",Survey (FNDDS)
2345557,"Vegetables, stew type, cooked, no added fat",Survey (FNDDS)
2345558,"Broccoli and cauliflower, cooked, no added fat",Survey (FNDDS)
2345559,"Broccoli and cauliflower, cooked, fat added",Survey (FNDDS)
2345560,"Broccoli, cauliflower and carrots, cooked, no added fat",Survey (FNDDS)
2345561,"Broccoli, cauliflower and carrots, cooked, fat added",Survey (FNDDS)
